full_text;labels
ouh iah tanggung pemerintah pusat karna banjir bukan jakarta tapi wilayah jabodetabek;0
anies tumpahkan banjir jakarta pd pembangunan bendungan ciawi sukamahi yg pemerintah pusat lihat jk bendungan selesai jakarta banjir anies nyari kambing hitam wataknya tdk disalahkan;0
wakil ketua komisi vi dpr tb ace hasan syadzily mengkritik pemerintah lambatnya pemberian informasi curah hujan berujung banjir jakarta banten jawa barat;0
banjir bekasi kali bener bikin syok;1
kurangi debit banjir tangkap hujannya tidak puncak bogor bisa tangkap hujan bukan tugas anies pemerintah pusat bos presiden menterinya niesmundurjakartateratur;0
banjir bekasi mengerikan jangan salahkan curah hujan butuh mitigasi yg jujur utk menemukan penyebab dana hasil efisiensi yg terkolek saku pemerintah pusat kudunya dipakai bangun infrastruktur pencegah banjir bekasi;0
hallo aa planet kabarnya tanpaa kaka update dii saluran liat liat bekasi banjir yaa semoga kaka aman yaa semangatt jalanin harinyaa ka i miss uu ka uforian;1
pramono anung rano karno kesibukan harihari gubernur jakarta wagub jakarta langsung sibuk banjir tempoheadliner;0
rakor penanggulangan bencana menko ipk agus hy menko pmk pratikno mendikdasmen abdul muti pemda bekasi pemprov jabar terkait banjir penanganan perintah presprabowomudahan lancar sudah akan komando tidak beda kyk era jkw;0
semoga alloh taalaa menjaga warga jakarta kotakota terkena musibah banjir bantuan evakuasi nomor telepon sms center i posko korban banjir pemerintah dki posko banjir global rescue;1
petugas gabungan mengevakuasi warga terdampak banjir kawasan cengkareng jakarta barat jakbar dievakuasi warga usia lansia mengalami sakit stroke;2
min stasiun bekasi banjir ngga ya;1
warga bogor benci dibilang jakarta banjir banjir kiriman bogor eh bangsat emang warga jorok buang sampah sembarangan bekasi banjir tidak koar kiriman bogor;0
emang ngga dipahamisekarang udah keluarin jurus maboknyalahin pemerintah pusat proyek tanggul dibogor belum klar dah klar n msh banjir jurus aplg ngelesnya;1
polri sat brimob polda metro jaya bergerak cepat membantu penanganan banjir wilayah jakarta timur banjir diakibatkan kenaikan debit sungai ciliwung intensitas hujan menyebabkan warga terjebak;2
berangsur surut rt ruas jalan jakarta terendam banjir newsrctiplus;1
banjir jakarta ma bekasi wkt gubernur anies ahok yg nyerang tapi gubernur jakarta walikota bekasi tidak yg usikdisalahin ya;0
paket stuck jakarta gara efek banjir ya yg event kemaren beli barang paketnya stuck;1
antrian air banjir force majeure peristiwa kuasa manusia tapi khusus unt banjir jabodetabek jakarta pertanggung pemerintah pendekatan force majeure melulu;0
wakil ketua komisi vi dpr tb ace hasan syadzily mengkritik pemerintah lambatnya pemberian informasi curah hujan berujung banjir jakarta banten jawa barat;0
bogor bencana banjir bandang menerjang kecamatan cisarua kabupaten bogor minggu menyisakan duka mendalam korban namun kesedihan hadir sentuhan polwan polres bogor pendampingan trauma healing korban;1
sriamur yg tidak terdampak banjir mati listriknya siang min nomor telepon pln babelan bekasi;1
sabarnya jokowi dijelasin bolak kiri kanan pendukung sampeyan emang oon tidak ngerti jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;0
ahhaiperlu disematkan tau yak jakarta banjir kabur jogja jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;0
kejaksaan berbenah bersih yg kotor tembang pilih jgn teriak imun tambahan ujian luhut tom baim bekasi banjir pagi;0
saudara ku yg terdampak banjir pas stadion bekasi salah saudara sumbangan membantu tapi yg mengenaskan foto bukan saudara kek pejabat kasih bantuan gelo;0
semoga banjir bogor surut;1
media asing soroti banjir bekasi amp jakarta;1
jalan mandala minn masi banjir tidak;1
kemana gerangan partai kaum muda yg kritis kadernya menyikapi banjir jakarta;0
masyarakat berperan banjir jakarta jangan menyalahkan pemerintah ku kesadaran masyarakat kurang peduli lingkungan buang sampah;0
daerah rumah yg bogor sempet banjir tapi tidak peduli;1
banjir ka dah tidak bisa;1
jangan berkomentar buruk gatau dibelakang layar pemerintah sekeras jakarta presiden gubernur ngurusin klean beribu gosah komen kek gini buang sampah sembarangan banjir karna masyarakat;0
dampingi wapres gibran wali kota bekasi pastikan pelayanan terbaik warga pasca banjir baca selengkapnya kunjungi bekasikotagoid;2
hahahahha banjir jakarta bisa diatasi presiden kenyataannya hahaha hahaha;0
evakuasi amp bantuan polri banjir bekasi amp depok benarbenar cek video bagus;2
banjir jakarta urusan pemerintah pusat paham tidak son;0
sahabat rpk pemerintah provinsi dki jakarta telah membahas antisipasi potensi pengajuan gugatan perwakilan kelompok class action lawsuit terkait banjir januari masyarakat liputan obsesi programmelekhukum;2
warga jakarta mengungsi akibat banjir jaksel jaktim;1
bekasi hati tapi banjir kemarin bukan maksud bikin kaki lari izin kaburajadulu keluarga amp bocil nungguin;0
kondisi hujan semalam jakarta video malam kebangun petirnya kenceng banget semoga banjir pulih area jabodetabek;1
gubernur dki jakarta inisiasi rapat bodetabek bahas solusi banjir;0
polri tim detasemen perintis turun langsung evakasi membantu korban banjir bekasi depok berpatroli keamanan lingkungan terdampak banjir waspadahadapibencana siaga pertolongan;2
wakil gubernur dki jakarta rano karno pengerukan sungai telah telah membantu mengurangi dampak banjir kota langkah banjir bisa parah;0
cobain jakarta pas banjir hahaha;1
hijaukan puncak stop deforestasi bangun bendungan kontrol pembangunan saluran drainase reboisasi lubang bipori teknologi iot peringatan banjir kolam resapan dll cc;2
keren banget polri bantu banjir bekasi depok teruslah pelindung masyarakat;2
kemarin bekasi blitar gresik depok jakarta update banjir sukabumi penyebabnya longsor hutan gundul;1
kemang ifi graha jatiasih kota bekasi pasca banjir;1
jakarta butuh ni mengatasi banjir pemerintah yg sempurna masyarakat yg berakal sehat karna engga prayforjakarta banjir;0
warga jakarta bilang banjir tidak separah banjir terdampak daerah contohnya bekasi jabar tapi netizen fokus membantu memperkeruh membully pemerintah;0
topografinya beda das bentuk luasnya mempengaruhi banjir jakarta dasnya topografi rapat muaranya arah jakarta tapi kehalang perkotaan sby ok muaranya perkotaan tapi brantas dasnya melebar tidak sesempit jakarta;0
ya allah untung tidak maksa tetep berangkat kerja pemkot sm st bekasi banjir parah;0
banjir bekasi dibiarkan dki tidak tenggelam permalukan pemerintah penyebabnya anus gagal bikin sumur resapan dana ratusan m sudah ludes;0
salut polri yg cepat tanggap bantu korban banjir bekasi depok contoh bagus utk aparat keep up the good work;2
sejarah yg dicapai generasi banjir jabodetabek mengharuskan gubenur jakarta copotbagaimana gubernur jawa barat pemerintah an lupa kah mencopot jabatannya petisi tidak masuk akal banjirjakarta;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa waspadahadapibencana;2
sigoblok daerah banjir bantu warga posting agenda tarawih keliling otak dipake min jangan pajangan kontol;0
mrk yg gubernur idealnya empati dmkian yg endorse gubernur bknkh banjir jakarta memakan korban jiwa dmn nurani;0
moots ku dom bekasi terdampak banjir stay safe semoga cepat surut;1
senin bpbd dki jakarta dinas terkait penggiat kebencanaan penanganan evakuasi banjir wilayah terdampak;2
sobatjaktim banjir jangan panik banjir melanda kepanikan bisa memperburuk tenang siapkan langkah antisipasi lindungi keluarga sumber jalahoaks jakartakotaglobal bangjala banjir;1
dikasi placard tidak bekasi daerah banjir;1
urus anies urus hutan dimana banjir bekasi hutan dibabat habis;0
disetiap langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan polri siaga pertolongan waspadahadapibencana;2
jakarta jakarta langganan banjir semoga warga kesabaran bantuan;1
tinggal rumah nyokap area perbatasan tangerang jaksel langganan banjir setahun kali parah bgd kasur lantai basah kulkas kebalik dll kali banjir tidak yg nolongin pemerintah sabar ya mba;0
memojokkan bang terkait banjir jakarta isu kesalahan pemerintah pusat tertutupi banjir jakarta hadia turunan tahunketahun bang suda memlih jalan yg bijak tdk menyalahkan manpun;0
nyari info ciledug ciledug sudah reda belum tapi tidak paham may yg lewatin ciledug indah ciledug raya satunya kering satunya banjir tapi kayaknya aman alsut tangerang kota tapi km;0
emang hujan disalahin yg nurunin hujan tuhan sabarnya jokowi dijelasin bolak aholer cebong emang jokowi sudah bolak banjir jakarta kewenangan pemerintah pusat;0
unsur pilar pemerintah kota administrasi jakarta selatan unsur tni polri warga berkolaborasi menangani sampah lumpur pasca banjir rt kelurahan pengadegan kecamatan pancoran jakselkompak cepatresponjkt pemprovdkijakarta;2
belanda sengaja menanam teh daerah puncak utk mencegah longsor banjir hujan tapi rusak tangan serakah dalih alih fungsi lahan pengembangan wisata dampak buruk rasakan masyarakat pray for puncak bogor;0
aksi cepat polri banjir bekasi depok top banget lanjutkan;2
akses jalan lumpuh akibat banjir pemkot tangerang kerahkan bantuan;2
sejarah banjir daerah bekasi semestinya pemerintah bisa memetik pelajaran bisa menyudahi bencana alam menahun riset adadikompas;0
min bantuan protes mati listrik tidak nyala nyala gaada info banjir udah surut siang kemang pratama sampe mati total dipikir orang gaada kerjaan dagangan dll;0
pemerintah provinsi dki jakarta membantah pemangkasan anggaran penanganan banjir penyelenggaraan balap mobil listrik formula e;2
banjir jkt melibatkan byk daerah jakarta jabodetabek pemecahan banjir tdk bisa dihandel gubernur jkt banjir jkt bisa diatasi gub jkt presiden;0
pemkot bekasi sewa truk angkut sampah sisa banjir pemerintah kota pemkot be;2
bogor lg banjir ngajak buber have some empathy;1
maaf ketua perkataan ketua yee jakbar banjir tapi yg banjir kota ketua win maaf pecanda ketua lucu;0
urusan banjir woy psijakarta bekasi kerendem koar;0
min jakarta timur terendam banjir surut mati listrik sudah jam;1
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan waspadahadapibencana;2
pemerintah tidak korban jiwa akibat banjir kota bekasi wamendagri bima arya dapat laporan evakuasi pasien rumah sakit;0
aniesgabisakerja banjir banjirjakarta banjirjabodetabek banjirjakarta niesdimana prayforjakarta emng bukan pemerintah rakyatnya kurang pandai goblok idiot jamannya ahok gubernur jg jkt banjir;0
dprd dki jakarta dorong pengerukan sungai atasi banjir;2
daerah jakarta yg bebas banjir;1
jabodetabek banjir bekasi lumpuh bicara diluar konteks alamiah amp takdir bisa bicara analisa yg bersifat anti mainstream modifikasi cuaca geo engineering haarp eg toolsnya sadari climatescam;1
paket shopee ku kena efek banjir bekasi sudah muter jakarta ya;1
ya apesnya tinggal kab bekasi lapor lapor doang kagak respon dr pemerintah lsg orang nomer kab bekasi dr nov yg omongin bupati jg kejadian banjir daerah tsbt;0
masyarakat jakarta yg dirugikan harta bendanya terendam banjir mobil rumah dokumen dsb bisa ngga gugat class action cq utk ganti rugi pemerintah lalai tidak hadiramptdk py program riilbukan musibah tjd;0
banjir dimana penasaran gubernur jakarta solusi sudah gubernur terkait resapan air anies tetep menutup si resapan air heru kemarin;0
engga banjir dpt info dr orang rumah;1
kelihatanya tidak susah susah mengatasi banjir jakarta sungai dki tanggung pemerintah pusat yaa koordinasi mengatasi banjir jakarta level presiden ttd anis baswedan;0
repost from andiaraofficial andiara aprilia hikmat anggota dpd ri meninjau bantuan korban banjir titik kota tangerang beliau berkoordinasi pemerintah;2
keluarga lapas kelas iib sumedang berduka cita musibah banjir lapas cikarang bapas bekasi semoga saudarasaudara kekuatan kesabaran menghadapi musibah pray for lapas cikarang amp bapas bekasi maret;1
respect kepolisian tanggap evakuasi warga terdampak banjir jakarta lansia diselamatkan aman semangat melayani;2
banget statement prof ilmu politik banjir bukan isu politik gubernur dki yg namanya jokowi tidak maju presiden beresin banjir macet jakarta ngapain jokowi incar jabatan politik yg banjir amp macet bukan isu politik;0
respon cepat polri banjir bekasi depok bikin terkagum salut tim kerja keras bantu masyarakat lihat aksi;2
selasa juli jakarta banjir jokowi salahkan pemerintah pusatsekarang salahkan gubernur indonesia kangkibul;0
rt jakarta terendam banjir ketinggian air tertinggi meter;1
badan penanggulangan bencana daerah bpbd jakarta rt terendam banjir data rabu wib ruas jalan tergenang daftarnya gtgt;1
sekian byk gubernur yg disalahkan anies sehat ya y bisa nyaksiin anies presiden nyeleseiin banjir jakarta aamiin;0
nguping dar tetangga sebelah efisiensi anggaran badanlembagakementerian dasar lambatnya penanganan banjir jakarta;0
sungai jakarta urusan pemerintah pusat mudah mengatasi macet banjir jakarta presidenmasih inget koh;0
bendungan tanggul meluap dapet banjir kiriman bogor;1
alihalih mengomentari banjir jakarta menteri penjilat psi sibuk mengomentari ceramah anies;0
banjir melanda menyalahkan pemerintah dasar tidak lahtolong coba lihat cuaca pemerintah sudah berjibaku bikin tanggul dsb mari menguatkan banjirbekasi;0
insiden perahu evakuasi terbalik peristiwa banjir jakarta selatan jaksel memakan korban meninggal dunia;1
halo sahabattangguh bnpb mendukung upaya penanganan bencana hidrometeorologi banjir wilayah jakartabogordepoktangerangbekasi jabodetabek operasi modifikasi cuaca omc;2
kabar pagi dapet berita rumah tangga orang lumayan deket kandas suami nalak istrinya mbak cemas khawatir banjir jakarta takut terimbas nyuruh buru pulang kampung rungsing perasaan tidak enak;0
best comment suka heran orang yg tinggal daerah banjir bekasi mobil jt up;1
aman bang banjir kiriman bogor rumah tidak jalur sungai yg dpt kiriman;1
selesai banjir jakarta manakah kader psi yg merdu kicauannya banjir jaman anis ayo bantu bersihin lumpur jalanan;0
wilayah terdampak banjir jakarta bekasi tangerang selatan terdampak banjir;1
jokowi sudah bolakbalik banjir jakarta kewenangan pemerintah pusat;0
humas polsek johar polres metro jakarta pusat langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan;2
personel korps bhayangkara langsung terjun lokasi banjir bekasi depok wilayah mengalami banjir mengevakuasi masyarakat perahu karet peralatan memadai evakuasi warga polri instansi terkait telah mendirikan posko;2
terkena banjir warga jakarta timur jaktim resah ramairamai fungis sodetan ciliwung pasalnya banjir melanda jalan kebon pala ii kampung melayu jatinegara jakarta timur selasa pagi;0
banjir yg sudah tingkat bencana karna lingkupnya luas bukan jakarta tapi jabodetabek pemerintah pusat turuntangan menangani korban terdampak bencana banjir;0
fyp semuaorang carinafkah gurungojek guru semuaorangjangkauanluas semuapengikut prayforbekasi banjirdibekasi hujan lebatbanjirjalanan bekasi lumpuh subscribelikesharecomment;1
pkb desak pemerintah dki jakarta terbitkan status darurat bencana banjir pkbpeduli;0
taun wingi demak sampe pantura timur perbatasan kudus banjir saiki bogorbekasi;1
korban banjir bekasi tempuh class action gugat pemerintah;0
when jakarta banjir situlah warganya berbondong nyalahin pemerintah dude sudah tau daerah rumah emg langganan banjir jangan nunggu pemerintah yg benahin belajarlah mencintai lingkungaan better yg nikmatin pemerintah kerja th;0
inget banjir gede jakarta tunggu aksi pemerintah mengantisipasi banjir;0
slama fokus dgn kebijakan naturalisasi hasilx banjir kebijakan gubernur sbelumx hentikan diajak kolaborasi pemerintah pusat mbalelo bukti tdk bisa mengurus ibukota negara niesgabecuskerja nieshancurkanjakarta;0
jakarta batalion b pelopor satuan brimob polda metro jaya terjun membantu masyarakat korban banjir kebon pala jakarta timur personel brimob mendirikan dapur lapangan menyingkirkan lumpur sisa banjir;2
om brot korban banjir yg rumahnya diurug ditinggiin;0
alhamdulillah depok aman teh depok banjir jakarta tenggelem;2
pemerintah pusat ambil alih penanganan banjir jakarta;0
kota bekasi salah wilayah terdampak banjir dgn ketinggian air mencapai m korban meninggal orang pemerintah kota bekasi sudah menetapkan status tanggap darurat bencana banjir tanggal sd januari selengkapnya;1
walkot bekasi tri adhianto bangun rumah susun warga perum pondok gede permai terdampak banjir bersedia pindah;1
berkoordinasi bekerjasama pemerintah memulihkan kondisi wilayah terkena dampak banjir jakarta utara bumnhadiruntuknegeri bumnbantubanjir;2
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan waspadahadapibencana;2
satuan tugas satgas banjir dinas pekerjaan penataan ruang pupr kota depok membersihkan puingpuing turap sungai akibat longsor jalan pitara kelurahan pancoran mas kamis;2
banjir jabodetabek tidak bisa diselesaikan parsial melibatkan daerah upaya pencegahan meminimalkan dampak hulu hilir pemerintah pusat tampil pelopor banjirjakarta banjirjabodetabek ketuadpr;0
gubernur dki jakarta anies baswedan kunci penanggulangan banjir wilayah dipimpinnya pemerintah pusat dipimpin presiden joko widodo jokowi cuci tangan lempar tanggung;0
taman kebalen bekasi warga mengungsi masjid terdekat salah satunya masjid baiturrahman kebalen pengungsi usia menyusui balita toilet terendam akses terkepung banjir pasokan makanan minim banjir;2
jokowi sadar banjir jakarta sengaja dibiarkan merusak kerja pemerintah melawanmiskin;0
perhatian imbas banjir pemerintah memutuskan menggratiskan tol kota jakarta jam tol kota gratis jam siang toldalamkota;2
gubernur dki jakarta pramono anung menggelar rapat darurat wali kota kepala dinas terkait menentukan langkah cepat penanganan banjir;2
cape banget life after banjir bekasi;1
akibat banjir yg parah kondisi wajar masyarakat yg terkena marah minimnya usaha antisipasi bencana yg pemerintah dki banjir aniesgabisakerja kick niessavewarga prayforjakarta;0
polri emang the best sigap banget bantu korban banjir bekasi depok terima kasih kerjanya lihat;2
banjir jakarta nyalahin pemerintah emang yg buang sampah sembarangan tidak salah waras deui moal;0
komisi d dprd provinsi dki jakarta mendorong pemerintah provinsi pemprov merealisasikan target juta drainase vertikal upaya penanganan banjir;2
update banjir jakarta pos angke hulu siaga pa karet siaga banjir banjirjakarta;1
laga persija jakarta vs psis semarang resmi ditunda akibat banjir stadion patriot persijaday;1
minimal langkah konkrit yg gubernurnya program penanggulangan banjir yg sudah berjalan jgn dihentikan anggaran dipotong duduk dgn pemerintah pusat bersinergi mengantisipasi bencana bijak;0
setuju kang abdi satuju pisan kang banjir bekasi keluarga walikota bekasi tidur pengungsian banjir jawa barat keluarga gubernur jawa barat tinggal pengungsian banjir indonesia;0
salut polri yg gercep salurin bantuan utk korban banjir bekasi amp depok keren banget sigap;2
minbeks rumah mertua rubuh gegara banjir kemaren daerah perumnas gimana ya bantuan pemkot cc;0
w banjir jakarta udah kejadian tahunan warga suruh start habit buang sampah tempatnya tidak tercapai aturan yg cm bisa berharap pemerintah bikin aturan cekatan;0
personel gabungan tnipolri mengevakuasi warga terdampak banjir perumahan asri sawangan depok jawa barat selasa pria membutuhkan cuci darah rsud sawangan;2
lucu ya bendung katulampa depok manggarai dibangun pemerintah kolonial hindia belanda mengatasi banjir batavia;0
polri keren abis bantu korban banjir bekasi depok cepet banget terima kasih;2
berbagi takjil telah pp jakmania selasa maret kegiatan rencananya sekitaran stadion patriot candrabhaga bekasi menjelang laga persija vs psis namun lokasi stadion tergenang banjir kegiatan;2
promo jual wtb wts netflix viu wetv iqiyi youku amazon prime video bstation loklok capcut canva alight motion vidio platinum icloud vsco youtube premium testie zonauang carmen bekasi banjir puasa;1
bpk anies baswedan bukan avatar aang yg bisa ngendaliin aer dlm sekejap lngsung ilang buang sampah msih sembarang giliran banjir nyalahin pemerintah allahuma aniesbaswedan banjirjakarta banjirjakarta niesdimana;0
mentri negeri tito karnavian mengunjungi korban bencana banjir kota bekasi;1
wakil ketua mpr ri hidayat nur wahid mengunjungi korban banjir jakarta selatan;2
solusi udah rumah panggung sampe taman resapan tinggal pemerintah gerak bareng jakarta tidak banjir tidak arsitek ide share hunithread;0
ngena banget kadang mah tidak sadar banjir nyalahin pemerintah andil terbesar akibat ulah buang sampah sembarangan hutan yg gundul pembangunan yg mengabaikan amdal dsb dsb banjir banjirjakarta banjirjabodetabek;0
yogya tanggapi banjir jakarta presiden jokowi langkah pemerintah pusat pemerintah provinsi bekerjasama tanggulangi banjir jokowimembangunindonesia bersamaindonesiamaju sdmunggulindonesia;0
ikuti instruksi prabowo wapres gibran langsung blusukan temui korban banjir bekasi gibran prabowo bekasibanjir;2
rt infojatiasih rt mastriadhianto jajaran pemerintah kota bekasi bersiaga menanggulangi banjir warga kota bekasi membutuhkan bantuan evakuasi akibat banjir bisa menghubungi bpbd kota bekasi nomor harap b;2
rt infojatiasih wilwillyku cditya perumahan rawan banjir direlokasi dijadikan polder penampung air pemerintah pusat turun tangan butuh dana diluar kemampuan keuangan pemkot bekasi;0
selasa anggota legislatif meninjau titik terdampak banjir jakarta psi psijakarta;1
pemerintah menggelontorkan rp miliar dana pakai dukungan penanganan bencana salah satunya banjir bekasi;2
jakarta polisi wanita polwan polres metro jakarta barat turun langsung lokasi banjir kawasan kebon jeruk menyalurkan bantuan warga terdampak aksi kemanusiaan srikandi bhayangkara membagikan paket sembako makanan ringan;2
istri wali kota bekasi ngungsi hotel banjir;0
tinggal bekasi puluhan banjir tapi tdk separah;1
tugas pemerintah kasih sanksi buang sambah sembarangan diem doang banjir udah belum solusi disana salah pemerintah ya bodoamat ni banjir gimana;0
pilu warga bogor akses jembatan putus akibat banjir pulih jelang idul fitri hijriah;1
jakarta dilanda banjir genangan berasal air kiriman hulu pemprov dki lakukan modifikasi cuaca aktifkan kampung siaga bencana simak selengkapnya idncitizen promedia;2
pemerintah jakarta disarankan membentuk badan mitigasi banjir;2
banjir bekasi pengalihan isu;1
anying banjir dmana pemerintah bmkg insinyur dr kiriman banjir g yg bisa ngatasin seengaknya banyakin waduk bogor bikinin jalur putaran saluran air biar muternya g sederes;0
saudara ku tertimpa musibah banjir mari introspeksi masingmasing membuang sampah tidak menyalahkan pemerintah semoga kesabaran kesehatan keikhlasan fpisigapbencana banjirjakarta;1
hujan lebat sebabkan banjir pemkot salurkan bantuan obatobatan selimut makanan tangerang;2
hahahharuntuh narasi buzzer faktanya banjir jakarta yaa kawasan puncak yg daerah resevoir pemukiman villa hotel mewah wisma pemerintah perpres ttg larangan membangun bopunjur bogor puncak cianjur;0
tidak urusan anies banjir jakarta pj gubernur dki yg rusak program anies jangan pura pura lupa;0
salut polri yg cepat bantu n evakuasi korban banjir bekasi n depok keren banget liat videonya link;2
dinas sda dki jakarta mengalokasikan anggaran rp triliun menangani banjir program normalisasi sungai pemeliharaan infrastruktur pengendalian banjir;2
alasan wali kota bekasi viral ngungsi hotel banjir kuak istri bantu pengungsian baca selengkapnya;2
banjirjakarta salah air banjir pemerintah dki;1
tanggal januari sudah banjir bekasiini sudah banjir sudah pemerintah;0
personel polres bogor turun langsung perahu karet evakuasi warga terdampak banjir;2
jakarta banjir bandang indonesia kapok kirim bantuan hamas fokus agenda domestik contoh pikiran otak udang bencana dikaitkan azab allah;0
update banjir jakarta rt amp jalan terendam banjir;1
langkah bhayangkara gentar menghadapi tantangan polri hadir melindungi membawa aman masyarakat penanganan banjir wilayah bekasi depok pesanggrahan;2
bisa menjilat tapi tidak bisa kasih solusi kader muhammadiyah bikin malu muhammadiyah partaimu suaranya banjir melanda jakarta nyalahalin anies baswedan ngaca kau;0
gimana ceritanya deket pemkot bekasi banjir fly over summarecon stuck beks;1
gubernur tidak bisa mengatasi banjir hrs presiden biar bisa mengatasi banjir jakarta;0
orang ngomong suka mengigau memutarbalikkan fakta gubernur wagub bukan pilihan jokowi tapi banteng yg janji jakarta bebas banjir yg gub wagubnya silahkan saudari menyanjung langit junjungannya anies yg suka janji manis dirimu tertipu;0
jujur tidak ngerti rakyat jaman bukan prokontra pemerintah tapi nyalahin pemerintah banjir hey karna hujan deras menerus bukan karna pemerintah salah negara sebelah banjir banjirjakarta;1
pasukan orange dlh jakarta siaga banjir kiriman penanganan sampah sungai ciliwung hujan deras mengguyur debit air sampah titik sungai jakarta pasukan orange dlh kenal lelah bahumembahu membersihkan sampah terbawa arus;2
petugas gabungan pemerintah kota tangerang tni polri membantu masyarakat terkena dampak banjir kota tangerang petugas gabungan disebar titik bergotong royong;2
banjir jakarta penuh sampah pasukan oranye dikerahkan;2
gubernur dki akan berhadapan dgn banjir jakarta belum yg bisa mengatasi tuntas seputar gali lubang tutup lubang apresiasi utk kerja kerasnya;0
banjir jakarta meluas daftar rt terendam banjir;1
areal sisi kali ciliwung terbebas banjir program normalisasi pemerintah provinsi dki jakarta banjir;0
gubernur tidak ngaruh sadar buang sampah kemana giliran banjir yg kena semprot pemerintah engga gubernur and basis;0
salut polri yg gercep bantu korban banjir bekasi amp depok semoga cepat aman terkendali;2
bekasi utara teluk oucung banjir bos tidak pompa air kah penanganan;1
presiden ri prabowo subianto telah menginstruksikan bnpb mengatasi permasalahan banjir melanda wilayah jakarta tangerang bekasi senin malam bantuan sembako keperluan sudah salurkan;2
demokrat pemkot bekasi perbaiki tanggul jebol ketua dpc kota bekasi ronny hermawan pemerintah bertindak merespons infrastruktur mengalami kerusakan akibat banjir tanggul yg jebol banjir;0
alhamdullilah nder kog bisa g bunyi sirine peringatan banjir to ku didesamasih manual kentongan segede gaban bunyi berulang brita banjir nangis inget dlu prnh krja dipandeglang trus liat musibah tsunami kali dsna;0
pemerintah telah lalai menanggapi peringatan lalai memperingatkan warga dki akan potensi banjir;0
bener banget banjir jakarta daro bogor depok udah gabisa nampung rejeki tanahnya disulap;1
ngeliat banjir bekasi parah banget tidak ngebayangin amit kejadian dirumahku ngapain ya nangis doang kayaknya;1
yg sorotan banjir jakarta doank banjir jawa barat tidak sorotan org jawa barat jg butuh bantuan perhatian pemerintah pusat woi jgn jakarta yg perhatiin;0
kerja mas urusin hutan bogor bikin banjir;1
keselamatan rakyat jokowi ambil komando penanggulangan banjir bentuk tanggung pemerintah pusat membangun terowongan nanjung citarum harum bendungan sukamahiciawi jakarta sorotan gantigubernurdki;2
mangkanya jangan buang sampah kebalik banjir tau menyalahkan pemerintah yg bandel ngak menjaga kebersihan lingkungan;0
pemkot inkompeten banget ajg crisis management busuk masyarakat disuruh nyari info udah waktumye kite maju urus bekasi pindah kali ye orchard road keknya kaga banjir;0
bogor lumpuh jembatan putus diterjang banjir ciliwung puncakcisarua terisolasi;1
izin komentar pemerintah dki salah aktor disalahkan pemerintah hadir melayani masyarakat banjir pemerintah mesti solusi banjir dijakarta bukan duakali kejadian;0
banjir jakarta kali resmi salah pemerintah gubernur masyarakat berpartisipasi membuang sampah sembarangan tidak berpartisipasi orang yanf membuang sampah sembarangan tidak peduli lingkungan terima kasih;0
jokowi pas gubernur bilang banjir jakarta kewenangan pemerintah pusat jangan salahkan gubernurnya;0
teruntuk mempermasalahkan banjir dijakarta ketidak becusan pemerintahpemerintah terkait tolong baca renungkan;0
adian napitupulu desak kepala daerah bogor jakarta bekasi bertemu bertanggung banjir;0
peringatan bmkg awan menumpuk puncak bogor tgl berpotensi hujan ekstrim berdampak banjir bantaran hilir sungai berhulu puncak;1
update pm sel hujan deras meninggalkan jakarta belum pertumbuhan awan bogor signifikan waspada banjir tinggal bantaran sungai hujan banjir jakarta;1
gub dah ngapain banjir bekasi puny program bikin waduk yg nampung air limpahan bogor spy tidak langsung bekasi tidak belom tolong direncanakan langsung eksekusi;1
gokil polri bergerak cepat bantu masyarakat yg terkena banjir bekasi amp depok semangat guys;2
warga vila nusa indah membutuhkan bantuan pemerintah menyingkirkan lumpurlumpur sisa banjir pemkab bogor akan bantuan tambahan;2
kepala badan nasional penanggulangan bencana bnpb letjen tni suharyanto menyebut kota bekasi wilayah parah terkena banjir parah kota bekasi kecamatan kecamatan terkena banjir penanganan;0
bupati bekasi ade kuswara kunang meninjau lokasi banjir desa cipayung kecamatan cikarang timur warga terdampak bencana bantuan penanganan optimal rabu ade kuswara kunang ditangani;2
banjir jakarta konspirasi pik;1
hahaha udahlah nies jual kebab gosah gubernur anies baswedan tunggu langkah pemerintah pusat mengatasi banjir jakarta;0
mas pikir kalok tidak dinyinyirin pemerintah tau kerjaannya wakil rakyat tau kerjaannya kalok tidak dinyinyirin netizen seindonesia rkuhp tidak akan dikaji ulang fyi anggaran dana menanggulangin banjir dipotong pemprov jakarta;0
ya allah banjir kek aliran sungai gitu deres stay safe warga bekasii yg terdampak banjir smoga cepet surutt bantuan ya aamiin;1
